('Total Revenue', '391,035,000.00', '391,035,000.00', '383,285,000.00', '394,328,000.00', '365,817,000.00')
         735760 function calls (715802 primitive calls) in 7.297 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        4    0.000    0.000    0.002    0.000 feedparser.py:173(feed)
        4    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
        3    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        4    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        4    0.000    0.000    0.132    0.033 models.py:890(content)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
        6    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        9    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        3    0.000    0.000    0.000    0.000 copy.py:259(_reconstruct)
        2    0.000    0.000    0.000    0.000 socket.py:679(__init__)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 client.py:968(send)
        6    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
       16    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.004    0.002 _htmlparser.py:323(prepare_markup)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        1    0.000    0.000    1.481    1.481 financial.py:23(get_soup)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1277(_cookies_for_domain)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    1.013    1.013 api.py:14(request)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 response.py:916(read)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        2    0.000    0.000    0.000    0.000 socket.py:768(close)
       15    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        5    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        6    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        6    0.000    0.000    0.000    0.000 cookiejar.py:460(strip_quotes)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        5    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    0.026    0.026 ssl.py:1364(do_handshake)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       10    0.000    0.000    0.000    0.000 cookiejar.py:1758(__iter__)
        2    0.000    0.000    0.000    0.000 client.py:1029(_send_output)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.013    0.013 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.784    0.392 client.py:1331(getresponse)
        6    0.000    0.000    0.000    0.000 contextlib.py:130(__enter__)
        2    0.000    0.000    0.001    0.000 poolmanager.py:305(connection_from_context)
        2    0.000    0.000    0.000    0.000 parse.py:418(_splitnetloc)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.000    0.000 tempfile.py:816(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
        1    0.000    0.000    0.017    0.017 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        2    0.000    0.000    0.000    0.000 client.py:248(__init__)
        1    0.000    0.000    0.000    0.000 financial.py:38(<listcomp>)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.001    0.001 timeout.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        3    0.000    0.000    0.000    0.000 client.py:417(close)
        2    0.000    0.000    0.001    0.000 poolmanager.py:276(connection_from_host)
        2    0.000    0.000    0.001    0.001 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 dammit.py:481(find_declared_encoding)
       13    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        3    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        1    0.000    0.000    0.001    0.001 _meta.py:7(PackageMetadata)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.077    0.039 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 tempfile.py:960(TemporaryDirectory)
        1    0.000    0.000    0.064    0.064 css_parser.py:316(__init__)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1406(IPv4Interface)
       13    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:840(items)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        1    0.000    0.000    1.013    1.013 api.py:62(get)
        1    0.000    0.000    0.001    0.001 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        1    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.136    0.136 financial.py:29(find_row_div_by_title)
       16    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 response.py:256(get)
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.002    0.002 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:838(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 utils.py:864(resolve_proxies)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 url.py:324(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1902(IPv6Address)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.003    0.003 string.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
       10    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        2    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        6    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        4    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
       15    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.002    0.002 _internal_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:805(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1195(ZipFile)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:505(urlunparse)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:862(__init__)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7fb0d6034e50}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.011    0.011 compat.py:18(_resolve_char_detection)
        2    0.000    0.000    0.000    0.000 utils.py:636(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
        9    0.000    0.000    0.000    0.000 cookiejar.py:996(set_ok_name)
        2    0.000    0.000    0.000    0.000 dammit.py:407(encodings)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
       12    0.000    0.000    0.000    0.000 cookies.py:117(info)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
        2    0.000    0.000    0.000    0.000 parse.py:516(urlunsplit)
        2    0.000    0.000    0.000    0.000 ssl.py:1228(send)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 scanner.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        2    0.000    0.000    0.000    0.000 client.py:429(flush)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       10    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 client.py:790(HTTPConnection)
        9    0.000    0.000    0.000    0.000 cookiejar.py:969(set_ok_version)
        1    0.000    0.000    0.005    0.005 ssl_match_hostname.py:1(<module>)
        4    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       10    0.000    0.000    0.000    0.000 cookiejar.py:927(is_blocked)
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2291(NamedTuple)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:836(keys)
        4    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
       12    0.000    0.000    0.000    0.000 cookies.py:69(is_unverifiable)
        2    0.000    0.000    0.001    0.001 models.py:610(prepare_cookies)
       10    0.000    0.000    0.000    0.000 cookiejar.py:942(is_not_allowed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        3    0.000    0.000    0.011    0.004 __init__.py:108(import_module)
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
        3    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:771(FastPath)
        1    0.000    0.000    0.026    0.026 ssl.py:507(wrap_socket)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        4    0.000    0.000    0.000    0.000 _collections_abc.py:566(__subclasshook__)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1075(set_ok_port)
       10    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        5    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1251(CookieJar)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:957(pop)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.001    0.000 request.py:2524(proxy_bypass_environment)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 client.py:383(_check_close)
        8    0.000    0.000    0.000    0.000 client.py:440(isclosed)
        3    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        4    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        2    0.000    0.000    0.000    0.000 client.py:450(read)
        1    0.000    0.000    0.002    0.002 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
        1    0.000    0.000    0.000    0.000 __init__.py:235(DeprecatedList)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        2    0.000    0.000    0.001    0.000 element.py:1987(find)
        5    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 css.py:13(CSS)
        3    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        2    0.000    0.000    0.000    0.000 response.py:1092(closed)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 ssl_.py:464(is_ipaddress)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        6    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        1    0.000    0.000    0.464    0.464 _htmlparser.py:372(feed)
        2    0.000    0.000    0.001    0.001 utils.py:826(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 socket.py:514(family)
        1    0.000    0.000    0.000    0.000 weakref.py:586(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
        1    0.000    0.000    0.026    0.026 ssl_.py:390(ssl_wrap_socket)
        2    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        2    0.000    0.000    0.000    0.000 poolmanager.py:374(_merge_pool_kwargs)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1592(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        4    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 dammit.py:344(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:744(Cookie)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        4    0.000    0.000    0.000    0.000 response.py:404(retries)
        5    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
        3    0.000    0.000    0.011    0.004 <frozen importlib._bootstrap>:1038(_gcd_import)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 __init__.py:851(Prepared)
        2    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
        1    0.000    0.000    0.000    0.000 ssl_.py:180(resolve_cert_reqs)
        2    0.000    0.000    0.000    0.000 response.py:252(put)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        5    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        6    0.000    0.000    0.000    0.000 utils.py:211(<genexpr>)
        1    0.000    0.000    0.001    0.001 sessions.py:302(rebuild_proxies)
        2    0.000    0.000    0.000    0.000 adapters.py:304(cert_verify)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(__init__)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1295(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 zipfile.py:2191(CompleteDirs)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        1    0.000    0.000    0.000    0.000 request.py:2139(FancyURLopener)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 socket.py:504(detach)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        7    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        5    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        6    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        2    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fb0d60a35b0}
        1    0.000    0.000    0.004    0.004 dammit.py:646(_convert_from)
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.002    0.002 financial.py:36(create_info)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1781(FileCookieJar)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 ssl.py:499(_encode_hostname)
        1    0.000    0.000    0.000    0.000 ssl.py:614(options)
        1    0.000    0.000    0.000    0.000 client.py:954(close)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:655(unquote)
        2    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        1    0.000    0.000    0.000    0.000 zipfile.py:781(ZipExtFile)
        2    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        2    0.000    0.000    0.000    0.000 client.py:1267(endheaders)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        1    0.000    0.000    0.002    0.002 __init__.py:124(EntryPoint)
        2    0.000    0.000    0.000    0.000 socket.py:488(_decref_socketios)
        2    0.000    0.000    0.000    0.000 socket.py:498(close)
        2    0.000    0.000    0.000    0.000 client.py:1214(_validate_method)
        2    0.000    0.000    0.000    0.000 client.py:1223(_validate_path)
        5    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        5    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        4    0.000    0.000    0.000    0.000 dammit.py:391(_usable)
        1    0.000    0.000    0.001    0.001 core.py:56(where)
        1    0.000    0.000    0.000    0.000 readers.py:49(MultiplexedPath)
        1    0.000    0.000    0.464    0.464 __init__.py:471(_feed)
